"","Data.Zone","Local.Authority.Code","Local.Authority.Name","Nearest.settlement.","Total.Population..SAPE.2004.","Working.Age.Population..men.16.64..women.16.59.SAPE.2004.","SIMD.2006.Score","SIMD.2006.Rank","Current.Income.domain.2006.rate","Number.of.Current.Income.Deprived.People.2006","Current.Income.domain.2006.rank","Employment.domain.2006.rate","Number.of.Employment.Deprived.People.2006","Employment.domain.2006.rank","Health.domain.2006.score","Health.domain.2006.rank","Education..Skills.and.Training.domain.2006.score","Education..Skills.and.Training.domain.2006.rank","Housing.domain.score.2004.and.2006","Housing.domain.rank.2004.and.2006","Geographic.Access.domain.2006.score","Geographic.Access.domain.2006.rank","SIMD.Crime.2006.Score","SIMD.Crime.2006.rank","zone","X.x","accessA","accessB","type.x","X.y","type.y","area","zone_type","ttwa11cd","ttwa11nm","main_dist","main_bua","nearest_dist","nearest_bua","type","year2004","year2006","year2007","year2009","year2010","year2012","year2015","year2016","year","country","la","ttwa","pop","inc.n","noninc.n","dist_main","dist_nearest","crime","live.in","geo","pm25","work"
"1047","S01001047",170,"Dumfries & Galloway","Lockerbie",761,390,8.76,4963,5.8,44,4762.5,8.7,34,3943.5,-0.99,5632,-1.13,5833,5.89,5734,29.64,1723,66,6115,"S01001047",1047,9198,569.869334498381,"",70178,"dz01",7539533.35958976,"dz01","S22000055","Dumfries",16440.8514387864,"Dumfries",16440.8514387864,"Dumfries","dz01",7.80471528571429,6.12065914285714,4.94598242857143,6.01038914285714,7.49477828571429,6.63617828571429,5.57186014285714,5.52626085714286,2006,"Scotland","Dumfries & Galloway","Dumfries",761,44,717,16440.8514387864,16440.8514387864,6115,5734,1723,5047,569.869334498381
"1048","S01001048",170,"Dumfries & Galloway","Locharbriggs",593,341,9.25,4853,2,12,6175,6.7,23,4669,-0.84,5371,-0.37,4199,4.72,5959,39.42,1030,506,2453,"S01001048",1048,26190,1570.11209461773,"",70179,"dz01",462132.099912657,"dz01","S22000055","Dumfries",3893.14423342167,"Dumfries",3893.14423342167,"Dumfries","dz01",9.473965,7.101048,5.744322,7.381139,8.148093,6.715969,6.285354,5.911783,2006,"Scotland","Dumfries & Galloway","Dumfries",593,12,581,3893.14423342167,3893.14423342167,2453,5959,1030,3163.5,1570.11209461773
"1049","S01001049",170,"Dumfries & Galloway","Locharbriggs",687,389,22.37,2415,12.5,86,2941,11.8,46,2987,0.07,3038,1.2,589,15.67,3308,14.21,3526,524,2362,"S01001049",1049,25584,1162.87299185857,"",70180,"dz01",118020.27559932,"dz01","S22000055","Dumfries",4084.17622064946,"Dumfries",4084.17622064946,"Dumfries","dz01",9.473965,7.101048,5.744322,7.381139,8.148093,6.715969,6.285354,5.911783,2006,"Scotland","Dumfries & Galloway","Dumfries",687,86,601,4084.17622064946,4084.17622064946,2362,3308,3526,3163.5,1162.87299185857
"1050","S01001050",170,"Dumfries & Galloway","Langholm",922,535,9.99,4694,4.4,41,5223,8,43,4176,-1.85,6454,-0.67,4949,13.16,4020,50.52,618,NA,6280,"S01001050",1050,3429,58.9405678560928,"",70181,"dz01",50569776.4848589,"dz01","K01000010","Carlisle",20876.0414640602,"Carlisle BUASD",20876.0414640602,"Carlisle BUASD","dz01",7.05582214,5.74298924,4.64245926,5.25369502,6.72307168,6.09297256,5.25822068,5.37581082,2006,"Scotland","Dumfries & Galloway","Carlisle",922,41,881,20876.0414640602,20876.0414640602,6280,4020,618,5655,58.9405678560928
"1051","S01001051",170,"Dumfries & Galloway","Locharbriggs",659,350,21.79,2502,14,92,2644,11.1,39,3180,0.2,2680,0.78,1329,13.69,3868,32.66,1465,303,3823,"S01001051",1051,26001,999.422271247049,"",70182,"dz01",128881.703233907,"dz01","S22000055","Dumfries",4395.02588150005,"Dumfries",4395.02588150005,"Dumfries","dz01",8.651043,6.735185,5.659779,7.195347,8.235335,7.221698,8.155634,6.64292,2006,"Scotland","Dumfries & Galloway","Dumfries",659,92,567,4395.02588150005,4395.02588150005,3823,3868,1465,3838.5,999.422271247049
"1052","S01001052",170,"Dumfries & Galloway","Locharbriggs",564,341,23.55,2247,14,79,2632,12,41,2935.5,0.13,2871,0.89,1106,19.58,2386,44.33,820,106,5666,"S01001052",1052,25620,783.844232853316,"",70183,"dz01",114575.301404414,"dz01","S22000055","Dumfries",4589.50202087566,"Dumfries",4589.50202087566,"Dumfries","dz01",8.651043,6.735185,5.659779,7.195347,8.235335,7.221698,8.155634,6.64292,2006,"Scotland","Dumfries & Galloway","Dumfries",564,79,485,4589.50202087566,4589.50202087566,5666,2386,820,3838.5,783.844232853316
"1053","S01001053",170,"Dumfries & Galloway","Lochmaben",800,466,11.33,4399,6.8,54,4468,7.9,37,4219,-0.29,3990,-0.44,4377,13.22,3995,27.4,1910,350,3484,"S01001053",1053,25383,480.601919322283,"",70184,"dz01",15127044.1887206,"dz01","S22000055","Dumfries",12372.1640757551,"Dumfries",12372.1640757551,"Dumfries","dz01",7.2565084,5.92137626666667,4.78357466666667,5.54810726666667,6.986443,6.30948386666667,5.26273853333333,5.4365272,2006,"Scotland","Dumfries & Galloway","Dumfries",800,54,746,12372.1640757551,12372.1640757551,3484,3995,1910,5416,480.601919322283
"1054","S01001054",170,"Dumfries & Galloway","Lockerbie",807,494,16,3436,10.2,82,3540.5,11.1,55,3183,-0.62,4854,0.03,3127,14.39,3636.5,31.46,1576,582,2097,"S01001054",1054,7528,923.315690473406,"",70185,"dz01",20438310.616147,"dz01","S22000055","Dumfries",17654.3469369756,"Dumfries",17654.3469369756,"Dumfries","dz01",7.51373295238095,5.98560723809524,4.8412879047619,5.73623495238095,7.18117214285714,6.54936057142857,5.53699385714286,5.54509542857143,2006,"Scotland","Dumfries & Galloway","Dumfries",807,82,725,17654.3469369756,17654.3469369756,2097,3636.5,1576,5276,923.315690473406
"1055","S01001055",170,"Dumfries & Galloway","Lockerbie",802,419,12.41,4152,11.8,95,3123,7.9,33,4247,-0.23,3841,-0.37,4198,9.52,5008.5,7.96,4715,561,2165,"S01001055",1055,8664,856.666180326662,"",70186,"dz01",393416.763943328,"dz01","S22000055","Dumfries",17107.4873012299,"Dumfries",17107.4873012299,"Dumfries","dz01",8.316989,6.326002,5.32079,7.237199,8.711034,8.003798,6.976361,6.279248,2006,"Scotland","Dumfries & Galloway","Dumfries",802,95,707,17107.4873012299,17107.4873012299,2165,5008.5,4715,4660.5,856.666180326662
"1056","S01001056",170,"Dumfries & Galloway","Lockerbie",715,411,13.11,4006,10.6,76,3418,10,41,3521,-0.21,3779,-0.11,3509,16.73,3037,6.05,5114,322,3674,"S01001056",1056,7793,980.868355174171,"",70187,"dz01",205607.045183713,"dz01","S22000055","Dumfries",17368.6831060902,"Dumfries",17368.6831060902,"Dumfries","dz01",8.316989,6.326002,5.32079,7.237199,8.711034,8.003798,6.976361,6.279248,2006,"Scotland","Dumfries & Galloway","Dumfries",715,76,639,17368.6831060902,17368.6831060902,3674,3037,5114,4660.5,980.868355174171
"1057","S01001057",170,"Dumfries & Galloway","Dumfries",675,399,13.54,3909,8.3,56,4031,7,28,4554,-0.39,4242,-0.24,3840,12.7,4149,54.35,512,NA,6281,"S01001057",1057,24368,212.433247140606,"",70188,"dz01",31024970.1848174,"dz01","S22000055","Dumfries",5395.34137439269,"Dumfries",5395.34137439269,"Dumfries","dz01",7.206828,5.986395,4.7308294516129,5.6859145483871,7.12725438709677,6.67481487096774,5.52388522580645,5.58872606451613,2006,"Scotland","Dumfries & Galloway","Dumfries",675,56,619,5395.34137439269,5395.34137439269,6281,4149,512,5275,212.433247140606
"1058","S01001058",170,"Dumfries & Galloway","Lockerbie",753,456,14.84,3656,9.8,74,3618,9.4,43,3704,0.24,2568,-0.01,3210,15.82,3256,2.62,5868,823,1205,"S01001058",1058,8694,929.033116131007,"",70189,"dz01",283955.29307583,"dz01","S22000055","Dumfries",17067.8229744388,"Dumfries",17067.8229744388,"Dumfries","dz01",8.255759,6.321508,5.267429,6.607177,8.061584,7.411151,6.251944,5.937287,2006,"Scotland","Dumfries & Galloway","Dumfries",753,74,679,17067.8229744388,17067.8229744388,1205,3256,5868,4670,929.033116131007
"1059","S01001059",170,"Dumfries & Galloway","Lockerbie",615,392,27.7,1778,22.8,140,1249,12.2,48,2876.5,0.31,2372,0.73,1424,10.57,4736,23.61,2265,894,1025,"S01001059",1059,7287,830.78031566636,"",70190,"dz01",209451.07234427,"dz01","S22000055","Dumfries",17807.3484345919,"Dumfries",17807.3484345919,"Dumfries","dz01",7.984237,6.176058,5.023528,5.965307,7.360725,6.784854,5.855759,5.697107,2006,"Scotland","Dumfries & Galloway","Dumfries",615,140,475,17807.3484345919,17807.3484345919,1025,4736,2265,4935,830.78031566636
"1060","S01001060",170,"Dumfries & Galloway","Lochmaben",743,484,15.66,3496,12,89,3083,10.7,52,3295,-0.06,3386,0.16,2811,12.79,4119,16.71,3145,162,5241,"S01001060",1060,25302,481.896633933697,"",70191,"dz01",145492.875054051,"dz01","S22000055","Dumfries",12751.6471284052,"Dumfries",12751.6471284052,"Dumfries","dz01",7.568382,6.037801,4.942622,5.882901,7.371259,6.784619,6.482827,5.727982,2006,"Scotland","Dumfries & Galloway","Dumfries",743,89,654,12751.6471284052,12751.6471284052,5241,4119,3145,5180,481.896633933697
"1061","S01001061",170,"Dumfries & Galloway","Langholm",818,498,12.1,4232,11.4,93,3252.5,7.4,37,4404,-1.7,6413,0.14,2868,10.82,4657,22.13,2447,257,4247,"S01001061",1061,2337,617.041039521563,"",70192,"dz01",49753091.3707253,"dz01","K01000010","Carlisle",29006.1823593105,"Carlisle BUASD",29006.1823593105,"Carlisle BUASD","dz01",6.9737451,5.68668016,4.57802386,5.12687406,6.63039828,5.92585656,4.98490908,5.32245558,2006,"Scotland","Dumfries & Galloway","Carlisle",818,93,725,29006.1823593105,29006.1823593105,4247,4657,2447,5700,617.041039521563
"1062","S01001062",170,"Dumfries & Galloway","Locharbriggs",573,357,11.92,4271,4.9,28,5062,5.3,19,5274,-0.74,5135,-0.6,4785,18.1,2695,73.26,181,157,5335,"S01001062",1062,25807,130.647946767833,"",70193,"dz01",43607049.7871935,"dz01","S22000055","Dumfries",7239.83187494075,"Dumfries",7239.83187494075,"Dumfries","dz01",7.2647418,5.9993654,4.828585,5.712543975,7.064498025,6.5025082,5.548734875,5.599467275,2006,"Scotland","Dumfries & Galloway","Dumfries",573,28,545,7239.83187494075,7239.83187494075,5335,2695,181,5247,130.647946767833
"1063","S01001063",170,"Dumfries & Galloway","Lochmaben",791,443,8.36,5054,4,32,5376,5.4,24,5229.5,-0.76,5189,-0.77,5194,7.12,5501,44.86,801,76,5991,"S01001063",1063,25251,398.04982351668,"",70194,"dz01",16048034.0196548,"dz01","S22000055","Dumfries",13032.828347855,"Dumfries",13032.828347855,"Dumfries","dz01",7.3027890625,5.9499528125,4.9650773125,5.8005559375,7.24285075,6.6761598125,5.460349125,5.545673,2006,"Scotland","Dumfries & Galloway","Dumfries",791,32,759,13032.828347855,13032.828347855,5991,5501,801,5354,398.04982351668
"1064","S01001064",170,"Dumfries & Galloway","Langholm",720,424,5.98,5678,7.2,52,4335,6.8,29,4622,-1.92,6468,-0.93,5519,10,4877,1.01,6278,264,4193,"S01001064",1064,2290,955.186858806448,"",70195,"dz01",385436.986571507,"dz01","K01000010","Carlisle",28620.1545513519,"Carlisle BUASD",28620.1545513519,"Carlisle BUASD","dz01",7.36836,5.861681,4.945944,5.743199,7.36488,6.418233,6.217045,6.645201,2006,"Scotland","Dumfries & Galloway","Carlisle",720,52,668,28620.1545513519,28620.1545513519,4193,4877,6278,5525.5,955.186858806448
"1065","S01001065",170,"Dumfries & Galloway","Langholm",732,435,7.97,5138,9.7,71,3643,6.9,30,4598.5,-2.04,6487,-0.43,4346,17.53,2818,4.16,5519,82,5942,"S01001065",1065,2290,849.673141710315,"",70196,"dz01",233170.908113554,"dz01","K01000010","Carlisle",28942.3803195658,"Carlisle BUASD",28942.3803195658,"Carlisle BUASD","dz01",7.36836,5.861681,4.945944,5.743199,7.36488,6.418233,6.217045,6.645201,2006,"Scotland","Dumfries & Galloway","Carlisle",732,71,661,28942.3803195658,28942.3803195658,5942,2818,5519,5525.5,849.673141710315
"1066","S01001066",170,"Dumfries & Galloway","Dumfries",733,425,14.51,3706,7.4,54,4284,7.8,33,4276,-0.12,3545,-1.29,6030,10.38,4782,75.26,157,55,6210,"S01001066",1066,21157,59.4296671759986,"",70197,"dz01",70640504.4544872,"dz01","S22000055","Dumfries",13414.7688526467,"Dumfries",13414.7688526467,"Dumfries","dz01",6.89274765671642,5.80480410447761,4.57144943283582,5.2184641641791,6.66003892537313,6.0014561641791,4.88737870149254,5.27843941791045,2006,"Scotland","Dumfries & Galloway","Dumfries",733,54,679,13414.7688526467,13414.7688526467,6210,4782,157,5589,59.4296671759986
"1067","S01001067",170,"Dumfries & Galloway","Lockerbie",809,504,16.83,3270,7.8,63,4164,9.3,47,3742,-1.14,5896,-0.17,3641,14.29,3665.5,88.36,50,NA,6328,"S01001067",1067,4961,38.0978547565441,"",70198,"dz01",217143525.243251,"dz01","S22000055","Dumfries",24735.7093570685,"Dumfries",24735.7093570685,"Dumfries","dz01",6.97926644186047,5.70614387906977,4.60237580930233,5.1895344744186,6.70712733023256,5.98765651162791,4.98736838139535,5.33377575348837,2006,"Scotland","Dumfries & Galloway","Dumfries",809,63,746,24735.7093570685,24735.7093570685,6328,3665.5,50,5690,38.0978547565441
"1068","S01001068",170,"Dumfries & Galloway","Moniaive",849,523,18.93,2931,9.2,78,3764,11.7,61,3025,-0.52,4583,-0.46,4417,15.08,3458,85.02,68,141,5425,"S01001068",1068,757,57.2840668790136,"",70199,"dz01",529825586.863221,"dz01","S22000055","Dumfries",32412.9163414445,"Dumfries",32412.9163414445,"Dumfries","dz01",6.78159794666667,5.82884323238095,4.52002772761905,5.13670504,6.47897909714286,5.73722374285714,4.56440192190476,5.08472614095238,2006,"Scotland","Dumfries & Galloway","Dumfries",849,78,771,32412.9163414445,32412.9163414445,5425,3458,68,5567,57.2840668790136
"1069","S01001069",170,"Dumfries & Galloway","Locharbriggs",806,513,13.67,3886,6.8,55,4451,7,36,4554,-0.49,4494,-0.59,4754,11.94,4345.5,71.33,207,136,5487,"S01001069",1069,24045,122.720534497337,"",70200,"dz01",79500461.3627524,"dz01","S22000055","Dumfries",7932.31959979879,"Dumfries",7932.31959979879,"Dumfries","dz01",7.00812784705882,5.81485515294118,4.59528223529412,5.29646414117647,6.76585822352941,6.10602868235294,5.05093614117647,5.35368725882353,2006,"Scotland","Dumfries & Galloway","Dumfries",806,55,751,7932.31959979879,7932.31959979879,5487,4345.5,207,5580,122.720534497337
"1070","S01001070",170,"Dumfries & Galloway","Moniaive",967,549,12.31,4185,7.5,73,4229,6.6,36,4750.5,-0.67,4972,-0.49,4509,9.59,4990,58.17,420,103,5814,"S01001070",1070,1910,65.2363638193379,"",70201,"dz01",121620725.665068,"dz01","S22000055","Dumfries",24019.7394801366,"Dumfries",24019.7394801366,"Dumfries","dz01",6.82538861904762,5.78514274603175,4.52270972222222,5.12819253174603,6.54231296825397,5.83487031746032,4.69437803968254,5.19748561111111,2006,"Scotland","Dumfries & Galloway","Dumfries",967,73,894,24019.7394801366,24019.7394801366,5814,4990,420,5605,65.2363638193379
"1071","S01001071",170,"Dumfries & Galloway","Lochmaben",691,396,15.21,3582,6.1,42,4684,5.6,22,5163,-0.39,4233,-0.09,3453,14.08,3730,86.07,61,101,5735,"S01001071",1071,24904,67.2064473413177,"",70202,"dz01",70682829.5812247,"dz01","S22000055","Dumfries",13272.3490636418,"Dumfries",13272.3490636418,"Dumfries","dz01",7.01112175362319,5.79820094202899,4.62343592753623,5.28272588405797,6.7666918115942,6.10048160869565,5.07497791304348,5.38050768115942,2006,"Scotland","Dumfries & Galloway","Dumfries",691,42,649,13272.3490636418,13272.3490636418,5735,3730,61,5595,67.2064473413177
"1072","S01001072",170,"Dumfries & Galloway","Lockerbie",716,456,15.83,3462,8.7,62,3935,7.9,36,4240,-0.45,4389,-0.24,3847,23.89,1696,68.61,248,154,5302,"S01001072",1072,6161,155.940776410034,"",70203,"dz01",113998017.051515,"dz01","S22000055","Dumfries",18722.178262884,"Dumfries",18722.178262884,"Dumfries","dz01",7.19790105217391,5.88478085217391,4.72815440869565,5.52406588695652,7.01601129565217,6.35404275652174,5.28779429565217,5.48678172173913,2006,"Scotland","Dumfries & Galloway","Dumfries",716,62,654,18722.178262884,18722.178262884,5302,1696,248,5489,155.940776410034
"1073","S01001073",170,"Dumfries & Galloway","Thornhill (Dumfries & Galloway)",1046,610,13.56,3902,7.4,77,4285,9.8,60,3577.5,-0.55,4675,-0.68,4989,13.65,3883,50.18,627,229,4568,"S01001073",1073,6657,51.5408723626518,"",70204,"dz01",50705159.3788719,"dz01","S22000055","Dumfries",16298.8680581571,"Dumfries",16298.8680581571,"Dumfries","dz01",7.02546441176471,5.85135892156863,4.61071639215686,5.37716811764706,6.84528396078431,6.2926141372549,5.19514403921569,5.40446588235294,2006,"Scotland","Dumfries & Galloway","Dumfries",1046,77,969,16298.8680581571,16298.8680581571,4568,3883,627,5539,51.5408723626518
"1074","S01001074",170,"Dumfries & Galloway","Langholm",521,311,10.07,4679,5.6,29,4836,6.4,20,4802.5,-2.15,6496,-1,5650,9.39,5037,63.2,340,NA,6433,"S01001074",1074,2325,546.650983960044,"",70205,"dz01",227283451.729287,"dz01","K01000010","Carlisle",29697.2495283504,"Carlisle BUASD",29697.2495283504,"Carlisle BUASD","dz01",6.88137285652174,5.64275925652174,4.54040363913044,5.00595430869565,6.57416481304348,5.81313485217391,4.86190820434783,5.3018792826087,2006,"Scotland","Dumfries & Galloway","Carlisle",521,29,492,29697.2495283504,29697.2495283504,6433,5037,340,5732,546.650983960044
"1075","S01001075",170,"Dumfries & Galloway","Thornhill (Dumfries & Galloway)",1065,553,11.03,4474,10.4,111,3461,9.4,52,3719,-0.52,4589,-0.29,3971,16.95,2973,4.93,5343,66,6104,"S01001075",1075,2250,468.174298137485,"",70206,"dz01",852893.546087289,"dz01","S22000055","Dumfries",21366.2113563322,"Dumfries",21366.2113563322,"Dumfries","dz01",7.389026,6.064498,5.202559,6.203848,7.75888,7.988186,7.464499,5.834786,2006,"Scotland","Dumfries & Galloway","Dumfries",1065,111,954,21366.2113563322,21366.2113563322,6104,2973,5343,5141,468.174298137485
"1076","S01001076",170,"Dumfries & Galloway","Thornhill (Dumfries & Galloway)",819,477,12.87,4051,8.7,71,3933,8.2,39,4124,-1.19,5967,-0.93,5518,12.26,4268,63.53,327,NA,6144,"S01001076",1076,2146,128.364494402834,"",70207,"dz01",160307921.26213,"dz01","S22000055","Dumfries",22274.787697463,"Dumfries",22274.787697463,"Dumfries","dz01",6.82324806962025,5.77462570253165,4.49543919620253,5.11166965189873,6.56014405696203,5.88056875949367,4.74235269620253,5.23789239873418,2006,"Scotland","Dumfries & Galloway","Dumfries",819,71,748,22274.787697463,22274.787697463,6144,4268,327,5620,128.364494402834
"1077","S01001077",170,"Dumfries & Galloway","Thornhill (Dumfries & Galloway)",791,427,8.71,4973,10.6,84,3420,7.5,32,4383,-0.74,5133,-1.46,6203,12.22,4277,8.35,4621,202,4769,"S01001077",1077,2181,436.915150613922,"",70208,"dz01",7691861.83279593,"dz01","S22000055","Dumfries",21684.1764600309,"Dumfries",21684.1764600309,"Dumfries","dz01",7.027412625,5.8644825,4.587329625,5.588239875,7.074192,6.90017775,5.78176425,5.698073375,2006,"Scotland","Dumfries & Galloway","Dumfries",791,84,707,21684.1764600309,21684.1764600309,4769,4277,4621,5521,436.915150613922
"1078","S01001078",170,"Dumfries & Galloway","Moffat",878,521,17.36,3182,11.7,103,3153,10,52,3518,-0.27,3954,-0.18,3679,14,3754,55.4,479,125,5619,"S01001078",1078,1793,66.8120292175159,"",70209,"dz01",119847919.964308,"dz01","S22000055","Dumfries",27289.5113807871,"Dumfries",27289.5113807871,"Dumfries","dz01",7.05153315702479,5.80648881818182,4.60415307438017,5.31669638842975,6.88704065289256,6.2135981322314,5.16925,5.48175967768595,2006,"Scotland","Dumfries & Galloway","Dumfries",878,103,775,27289.5113807871,27289.5113807871,5619,3754,479,5587,66.8120292175159
"1079","S01001079",170,"Dumfries & Galloway","Thornhill (Dumfries & Galloway)",519,311,10.58,4562,4,21,5375,5.8,18,5054.5,-0.92,5515,-1.19,5899,16.97,2968,72.8,191,0,6493,"S01001079",1079,2413,96.0807840465405,"",70210,"dz01",155706826.716073,"dz01","S22000055","Dumfries",21243.445207026,"Dumfries",21243.445207026,"Dumfries","dz01",6.88309954545455,5.76501835064935,4.51417264285714,5.18261171428571,6.67965050649351,6.12204724025974,5.01190246753247,5.37807673376623,2006,"Scotland","Dumfries & Galloway","Dumfries",519,21,498,21243.445207026,21243.445207026,6493,2968,191,5633,96.0807840465405
"1080","S01001080",170,"Dumfries & Galloway","Moffat",665,373,7.4,5289,6,40,4697,7,26,4571,-0.95,5562,-0.49,4498,7.91,5347,11.02,4086,226,4592,"S01001080",1080,1344,485.379103039911,"",70211,"dz01",5389015.06703484,"dz01","S22000055","Dumfries",31080.1652423648,"Dumfries",31080.1652423648,"Dumfries","dz01",7.312561,5.99527,4.693653,5.5388594,7.1382734,6.5956708,5.516781,5.6866952,2006,"Scotland","Dumfries & Galloway","Dumfries",665,40,625,31080.1652423648,31080.1652423648,4592,5347,4086,5255,485.379103039911
"1081","S01001081",170,"Dumfries & Galloway","Moffat",678,430,21.17,2579,13.9,94,2660,13.7,59,2502.5,-0.62,4852,-0.85,5387,16.34,3129,80.92,100,162,5252,"S01001081",1081,1353,45.5991953552064,"",70212,"dz01",244661987.802621,"dz01","S22000055","Dumfries",32613.5382248545,"Dumfries",32613.5382248545,"Dumfries","dz01",6.82625461157025,5.64141797520661,4.50479576033058,4.96400090082645,6.59072038016529,5.85423749173554,4.85555248760331,5.35813789256198,2006,"Scotland","Dumfries & Galloway","Dumfries",678,94,584,32613.5382248545,32613.5382248545,5252,3129,100,5733,45.5991953552064
